candidate_id,candidate_name,candidate_link,constituency,party,criminal_cases,education,assets,liabilities
62,Bhaskar Sharma,https://www.myneta.info/Assam2026/candidate.php?candidate_id=62,MARGHERITA,BJP,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=62&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=62&col=lia
737,Bhobeswar Dusad,https://www.myneta.info/Assam2026/candidate.php?candidate_id=737,KHUMTAI,IND,0,12th Pass,"Rs 2,12,643 ~ 2 Lacs+",Rs 0 ~
677,Bhoglal Rabha,https://www.myneta.info/Assam2026/candidate.php?candidate_id=677,BOKO-CHAYGAON (ST),AITC,0,12th Pass,"Rs 27,81,147 ~ 27 Lacs+",Rs 0 ~
58,Bhuban Gam,https://www.myneta.info/Assam2026/candidate.php?candidate_id=58,MAJULI (ST),BJP,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=58&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=58&col=lia
730,Bhubon Pegu,https://www.myneta.info/Assam2026/candidate.php?candidate_id=730,JONAI (ST),BJP,0,Post Graduate,"Rs 5,72,75,772 ~ 5 Crore+","Rs 2,14,71,563 ~ 2 Crore+"
201,Bhupen Kumar Borah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=201,BIHPURIA,BJP,0,Post Graduate,"Rs 11,26,36,872 ~ 11 Crore+","Rs 6,47,859 ~ 6 Lacs+"
6,Bhupen Roy,https://www.myneta.info/Assam2026/candidate.php?candidate_id=6,ABHAYAPURI,BJP,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=6&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=6&col=lia
263,Bhupen Singh Murari,https://www.myneta.info/Assam2026/candidate.php?candidate_id=263,CHABUA-LAHOWAL,Jharkhand Mukti Morcha,0,Graduate,"Rs 51,17,000 ~ 51 Lacs+","Rs 2,68,608 ~ 2 Lacs+"
246,Bibekananda Rajowar,https://www.myneta.info/Assam2026/candidate.php?candidate_id=246,BOKAKHAT,Gondvana Gantantra Party,0,10th Pass,"Rs 6,03,090 ~ 6 Lacs+",Rs 0 ~
485,Bidisha Neog,https://www.myneta.info/Assam2026/candidate.php?candidate_id=485,JALUKBARI,INC,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=485&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=485&col=lia
430,Bijay Manjani,https://www.myneta.info/Assam2026/candidate.php?candidate_id=430,MARIANI,IND,0,12th Pass,"Rs 5,46,000 ~ 5 Lacs+",Rs 0 ~
763,Bijit Kumar Sinha,https://www.myneta.info/Assam2026/candidate.php?candidate_id=763,PATHARKANDI,SUCI(C),0,Post Graduate,"Rs 40,162 ~ 40 Thou+",Rs 0 ~
385,Bijoy Malakar,https://www.myneta.info/Assam2026/candidate.php?candidate_id=385,RAM KRISHNA NAGAR (SC),BJP,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=385&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=385&col=lia
477,Biju Dowarah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=477,KHOWANG,IND,1,12th Pass,"Rs 6,72,80,651 ~ 6 Crore+","Rs 10,69,104 ~ 10 Lacs+"
758,Biju Paul,https://www.myneta.info/Assam2026/candidate.php?candidate_id=758,PATHARKANDI,All India Forward Bloc,0,12th Pass,"Rs 1,83,110 ~ 1 Lacs+",Rs 0 ~
780,Bikan Chandra Deka,https://www.myneta.info/Assam2026/candidate.php?candidate_id=780,TANGLA,BJP,0,Graduate Professional,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=780&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=780&col=lia
382,Bikash Lal Dhubi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=382,RAM KRISHNA NAGAR (SC),IND,0,12th Pass,"Rs 1,97,400 ~ 1 Lacs+",Rs 0 ~
404,Bikash Nath,https://www.myneta.info/Assam2026/candidate.php?candidate_id=404,PALASBARI,AITC,0,Graduate,"Rs 15,50,000 ~ 15 Lacs+",Rs 0 ~
782,Bikash Saikia,https://www.myneta.info/Assam2026/candidate.php?candidate_id=782,TEOK,Asom Gana Parishad,0,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=782&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=782&col=lia
102,Bikram Hanse,https://www.myneta.info/Assam2026/candidate.php?candidate_id=102,AMRI (ST),IND,2,10th Pass,"Rs 32,55,703 ~ 32 Lacs+","Rs 22,47,615 ~ 22 Lacs+"
752,Bikrom Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=752,NOWBOICHA (SC),Voters Party International,0,12th Pass,"Rs 1,31,20,307 ~ 1 Crore+","Rs 15,67,894 ~ 15 Lacs+"
126,Bimal Borah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=126,TINGKHONG,BJP,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=126&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=126&col=lia
340,Binanda Kumar Saikia,https://www.myneta.info/Assam2026/candidate.php?candidate_id=340,SIPAJHAR,INC,0,Post Graduate,"Rs 4,45,10,927 ~ 4 Crore+","Rs 37,94,580 ~ 37 Lacs+"
51,Binay Krishna Roy,https://www.myneta.info/Assam2026/candidate.php?candidate_id=51,KARIMGANJ NORTH,IND,0,Graduate Professional,"Rs 87,61,353 ~ 87 Lacs+",Rs 0 ~
264,Binod Hazarika,https://www.myneta.info/Assam2026/candidate.php?candidate_id=264,CHABUA-LAHOWAL,BJP,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=264&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=264&col=lia
498,Binod Ree,https://www.myneta.info/Assam2026/candidate.php?candidate_id=498,HAILAKANDI,IND,0,10th Pass,"Rs 1,50,000 ~ 1 Lacs+",Rs 0 ~
189,Binoy Kumar Basumatary,https://www.myneta.info/Assam2026/candidate.php?candidate_id=189,BHERGAON,Voters Party International,0,10th Pass,"Rs 2,28,000 ~ 2 Lacs+",Rs 0 ~
138,Biplab Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=138,KARIMGANJ SOUTH,IND,1,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=138&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=138&col=lia
42,Bipul Debnath,https://www.myneta.info/Assam2026/candidate.php?candidate_id=42,GUWAHATI CENTRAL,All India Forward Bloc,0,Graduate Professional,"Rs 19,14,512 ~ 19 Lacs+",Rs 0 ~
98,Bipul Gogoi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=98,TINGKHONG,INC,0,Post Graduate,"Rs 1,48,77,044 ~ 1 Crore+",Rs 0 ~
305,Biresh Difoesa,https://www.myneta.info/Assam2026/candidate.php?candidate_id=305,DIPHU (ST),AAP,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=305&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=305&col=lia
464,Birinchi Pegu,https://www.myneta.info/Assam2026/candidate.php?candidate_id=464,LAKHIMPUR,SUCI(C),0,10th Pass,"Rs 62,683 ~ 62 Thou+",Rs 0 ~
315,Birkhang Boro,https://www.myneta.info/Assam2026/candidate.php?candidate_id=315,DOTMA (ST),INC,1,Graduate,"Rs 9,35,69,080 ~ 9 Crore+",Rs 0 ~
494,Bishal Singha Malakar,https://www.myneta.info/Assam2026/candidate.php?candidate_id=494,HAILAKANDI,IND,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=494&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=494&col=lia
775,Bishwadutta Tati,https://www.myneta.info/Assam2026/candidate.php?candidate_id=775,TANGLA,Gondvana Gantantra Party,0,10th Pass,"Rs 60,000 ~ 60 Thou+",Rs 0 ~
96,Biswajit Daimary,https://www.myneta.info/Assam2026/candidate.php?candidate_id=96,TAMULPUR (ST),BJP,0,Post Graduate,"Rs 7,31,50,936 ~ 7 Crore+","Rs 1,00,70,316 ~ 1 Crore+"
88,Biswajit Phukan,https://www.myneta.info/Assam2026/candidate.php?candidate_id=88,SARUPATHAR,BJP,1,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=88&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=88&col=lia
328,Bitupan Saikia,https://www.myneta.info/Assam2026/candidate.php?candidate_id=328,GOLAGHAT,INC,0,12th Pass,"Rs 2,18,42,226 ~ 2 Crore+","Rs 26,27,144 ~ 26 Lacs+"
83,Bolin Chetia,https://www.myneta.info/Assam2026/candidate.php?candidate_id=83,SADIYA,BJP,0,12th Pass,"Rs 8,03,22,466 ~ 8 Crore+","Rs 3,28,56,990 ~ 3 Crore+"
254,Chakradhar Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=254,BONGAIGAON,IND,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=254&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=254&col=lia
476,Chakradhar Gogoi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=476,KHOWANG,BJP,0,Graduate,"Rs 4,06,11,541 ~ 4 Crore+","Rs 25,18,277 ~ 25 Lacs+"
106,Champa Kurmi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=106,BARCHALLA,SUCI(C),0,12th Pass,"Rs 79,700 ~ 79 Thou+",Rs 0 ~
755,Chandan Gowala,https://www.myneta.info/Assam2026/candidate.php?candidate_id=755,PATHARKANDI,IND,0,8th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=755&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=755&col=lia
787,Chandramohan Patowary,https://www.myneta.info/Assam2026/candidate.php?candidate_id=787,TIHU,BJP,0,Post Graduate,"Rs 8,45,57,470 ~ 8 Crore+","Rs 2,30,87,984 ~ 2 Crore+"
64,Charan Boro,https://www.myneta.info/Assam2026/candidate.php?candidate_id=64,MAZBAT,Bodoland Peoples Front,0,Post Graduate,"Rs 6,18,30,543 ~ 6 Crore+","Rs 4,37,02,921 ~ 4 Crore+"
423,Cheniram Konwar,https://www.myneta.info/Assam2026/candidate.php?candidate_id=423,MORIGAON,Republican Party of India (Athawale),0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=423&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=423&col=lia
414,Chinmoyee Bhuyan Bardoloi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=414,NEW GUWAHATI,Gana Suraksha Party,0,Graduate Professional,"Rs 79,23,800 ~ 79 Lacs+",Rs 0 ~
790,Chintu Baruah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=790,TINSUKIA,IND,0,10th Pass,"Rs 4,84,500 ~ 4 Lacs+",Rs 0 ~
22,Chita Ranjan Nath,https://www.myneta.info/Assam2026/candidate.php?candidate_id=22,DHING,IND,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=22&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=22&col=lia
562,Choudhury Hibbur Rasul Usama Mabrur,https://www.myneta.info/Assam2026/candidate.php?candidate_id=562,KARIMGANJ NORTH,All India United Democratic Front,0,Others,"Rs 1,10,35,455 ~ 1 Crore+",Rs 0 ~
43,Daniel Langthasa,https://www.myneta.info/Assam2026/candidate.php?candidate_id=43,HAFLONG (ST),National Peoples Party,0,10th Pass,"Rs 4,37,011 ~ 4 Lacs+",Rs 0 ~
114,Debabrata Saikia,https://www.myneta.info/Assam2026/candidate.php?candidate_id=114,NAZIRA,INC,2,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=114&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=114&col=lia
662,Delowar Hussain,https://www.myneta.info/Assam2026/candidate.php?candidate_id=662,JALESWAR,IND,0,Graduate Professional,"Rs 1,77,000 ~ 1 Lacs+",Rs 0 ~
698,Delowara Hussain,https://www.myneta.info/Assam2026/candidate.php?candidate_id=698,CHAMARIA,SUCI(C),0,Graduate,"Rs 14,35,016 ~ 14 Lacs+","Rs 8,45,000 ~ 8 Lacs+"
795,Devid Phukan,https://www.myneta.info/Assam2026/candidate.php?candidate_id=795,TINSUKIA,INC,1,Graduate Professional,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=795&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=795&col=lia
716,Dhanjeep Prasad Rabha,https://www.myneta.info/Assam2026/candidate.php?candidate_id=716,GOALPARA WEST (ST),IND,0,Graduate,"Rs 52,75,408 ~ 52 Lacs+","Rs 4,40,884 ~ 4 Lacs+"
534,Dhanjeep Prasad Rabha,https://www.myneta.info/Assam2026/candidate.php?candidate_id=534,GOALPARA EAST,IND,0,Graduate,"Rs 52,75,408 ~ 52 Lacs+","Rs 4,40,884 ~ 4 Lacs+"
164,Dharmeswar Roy,https://www.myneta.info/Assam2026/candidate.php?candidate_id=164,BAJALI,Asom Gana Parishad,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=164&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=164&col=lia
799,Dhiraj Gowala,https://www.myneta.info/Assam2026/candidate.php?candidate_id=799,TITABOR,BJP,0,12th Pass,"Rs 85,23,562 ~ 85 Lacs+","Rs 31,50,000 ~ 31 Lacs+"
767,Dhormeswar Konwar,https://www.myneta.info/Assam2026/candidate.php?candidate_id=767,SONARI,BJP,0,12th Pass,"Rs 2,20,61,879 ~ 2 Crore+","Rs 15,82,628 ~ 15 Lacs+"
33,Dhruba Gogoi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=33,DULIAJAN,INC,1,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=33&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=33&col=lia
291,Dhrubajyoti Purkayastha,https://www.myneta.info/Assam2026/candidate.php?candidate_id=291,DHOLAI (SC),INC,0,Graduate,"Rs 69,98,903 ~ 69 Lacs+",Rs 0 ~
499,Dhrubo Chakraborty,https://www.myneta.info/Assam2026/candidate.php?candidate_id=499,HAILAKANDI,IND,0,8th Pass,Nil,Rs 0 ~
679,Diganta Barman,https://www.myneta.info/Assam2026/candidate.php?candidate_id=679,BARKHETRI,INC,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=679&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=679&col=lia
478,Diganta Kalita,https://www.myneta.info/Assam2026/candidate.php?candidate_id=478,KAMALPUR,BJP,0,Graduate,"Rs 8,46,73,343 ~ 8 Crore+","Rs 3,28,16,412 ~ 3 Crore+"
165,Dilip Baruah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=165,BAJALI,Assam Jatiya Parishad,0,Post Graduate,"Rs 17,52,000 ~ 17 Lacs+",Rs 0 ~
362,Dilip Bura Gohain,https://www.myneta.info/Assam2026/candidate.php?candidate_id=362,SADIYA,IND,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=362&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=362&col=lia
391,Dilip Kumar Barman,https://www.myneta.info/Assam2026/candidate.php?candidate_id=391,PARBATJHORA,IND,0,Graduate,"Rs 36,15,280 ~ 36 Lacs+",Rs 0 ~
101,Dilip Kumar Ree,https://www.myneta.info/Assam2026/candidate.php?candidate_id=101,UDHARBOND,SUCI(C),0,8th Pass,"Rs 5,807 ~ 5 Thou+",Rs 0 ~
124,Dilip Moran,https://www.myneta.info/Assam2026/candidate.php?candidate_id=124,MAKUM,AITC,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=124&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=124&col=lia
419,Dilip Sahu,https://www.myneta.info/Assam2026/candidate.php?candidate_id=419,NAZIRA,IND,0,8th Pass,"Rs 17,00,000 ~ 17 Lacs+","Rs 63,280 ~ 63 Thou+"
418,Dilwar Hussain,https://www.myneta.info/Assam2026/candidate.php?candidate_id=418,NAZIRA,IND,0,12th Pass,"Rs 16,58,869 ~ 16 Lacs+",Rs 0 ~
224,Dimbeswar Boro,https://www.myneta.info/Assam2026/candidate.php?candidate_id=224,BIJNI,IND,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=224&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=224&col=lia
685,Dipak Kumar Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=685,BARPETA (SC),Asom Gana Parishad,0,Graduate Professional,"Rs 6,05,56,573 ~ 6 Crore+","Rs 20,94,690 ~ 20 Lacs+"
191,Dipak Rajbongshi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=191,BHERGAON,Gana Suraksha Party,0,12th Pass,"Rs 33,35,809 ~ 33 Lacs+","Rs 2,50,000 ~ 2 Lacs+"
100,Dipen Boro,https://www.myneta.info/Assam2026/candidate.php?candidate_id=100,UDALGURI (ST),United Peoples Party Liberal,0,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=100&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=100&col=lia
484,Dipika Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=484,JALUKBARI,IND,0,Post Graduate,"Rs 5,22,630 ~ 5 Lacs+",Rs 0 ~
416,Diplu Ranjan Sarmah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=416,NEW GUWAHATI,BJP,0,Graduate,"Rs 2,97,55,627 ~ 2 Crore+","Rs 75,02,375 ~ 75 Lacs+"
253,Diptimayee Choudhury,https://www.myneta.info/Assam2026/candidate.php?candidate_id=253,BONGAIGAON,Asom Gana Parishad,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=253&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=253&col=lia
469,Dr Asif Mohammad Nazar,https://www.myneta.info/Assam2026/candidate.php?candidate_id=469,LAHARIGHAT,INC,2,Post Graduate,"Rs 17,04,39,885 ~ 17 Crore+","Rs 1,69,82,855 ~ 1 Crore+"
202,Dr. Diganta Gogoi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=202,BIHPURIA,Voters Party International,0,Doctorate,"Rs 74,44,978 ~ 74 Lacs+",Rs 0 ~
461,Dr. Indraneel Pegu,https://www.myneta.info/Assam2026/candidate.php?candidate_id=461,MAJULI (ST),INC,0,Doctorate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=461&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=461&col=lia
751,Dr. Joy Prakash Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=751,NOWBOICHA (SC),INC,2,Doctorate,"Rs 3,28,91,466 ~ 3 Crore+","Rs 98,69,476 ~ 98 Lacs+"
475,Dr. Prabhakar Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=475,KHOWANG,IND,0,Graduate Professional,"Rs 27,95,948 ~ 27 Lacs+","Rs 18,54,780 ~ 18 Lacs+"
346,Dr. Rajdeep Roy,https://www.myneta.info/Assam2026/candidate.php?candidate_id=346,SILCHAR,BJP,0,Post Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=346&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=346&col=lia
272,Dr. Ranoj Pegu,https://www.myneta.info/Assam2026/candidate.php?candidate_id=272,DHEMAJI (ST),BJP,0,Graduate Professional,"Rs 3,21,31,787 ~ 3 Crore+","Rs 30,721 ~ 30 Thou+"
302,Dr. Tapan Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=302,DIMORIA (SC),Asom Gana Parishad,0,Doctorate,"Rs 95,14,288 ~ 95 Lacs+",Rs 0 ~
409,Dr. Tara Prasad Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=409,PAKABETBARI,Asom Gana Parishad,0,Graduate Professional,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=409&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=409&col=lia
613,Dulal Chandra Boruah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=613,SISSIBORGAON,Raijor Dal,0,Graduate,"Rs 92,45,370 ~ 92 Lacs+","Rs 3,65,184 ~ 3 Lacs+"
709,Dulal Moran,https://www.myneta.info/Assam2026/candidate.php?candidate_id=709,DIGBOI,Raijor Dal,0,12th Pass,"Rs 63,00,000 ~ 63 Lacs+","Rs 15,00,000 ~ 15 Lacs+"
714,Durga Bhumij,https://www.myneta.info/Assam2026/candidate.php?candidate_id=714,DOOM DOOMA,INC,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=714&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=714&col=lia
133,Durlav Chamua,https://www.myneta.info/Assam2026/candidate.php?candidate_id=133,NAGAON-BATADRABA,INC,0,Graduate Professional,"Rs 13,05,47,716 ~ 13 Crore+","Rs 3,18,00,590 ~ 3 Crore+"
575,Ekbal Hussain,https://www.myneta.info/Assam2026/candidate.php?candidate_id=575,KARIMGANJ SOUTH,Asom Gana Parishad,0,12th Pass,"Rs 5,04,62,246 ~ 5 Crore+","Rs 19,077 ~ 19 Thou+"
406,Elvin Baruah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=406,PALASBARI,AAP,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=406&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=406&col=lia
647,Fajlul Karim Chowdhury,https://www.myneta.info/Assam2026/candidate.php?candidate_id=647,BINNAKANDI,IND,0,Graduate,"Rs 1,75,67,000 ~ 1 Crore+",Rs 0 ~
559,Fakrul Islam,https://www.myneta.info/Assam2026/candidate.php?candidate_id=559,KARIMGANJ NORTH,IND,0,5th Pass,"Rs 10,073 ~ 10 Thou+",Rs 0 ~
199,Farhad Ali,https://www.myneta.info/Assam2026/candidate.php?candidate_id=199,BHAWANIPUR-SORBHOG,All India United Democratic Front,5,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=199&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=199&col=lia
59,Faruk Khan,https://www.myneta.info/Assam2026/candidate.php?candidate_id=59,MANDIA,IND,3,Graduate,"Rs 23,06,000 ~ 23 Lacs+","Rs 85,000 ~ 85 Thou+"
197,Faruque Abdullah Ahmed,https://www.myneta.info/Assam2026/candidate.php?candidate_id=197,BHAWANIPUR-SORBHOG,IND,0,12th Pass,"Rs 10,20,300 ~ 10 Lacs+",Rs 0 ~
141,Firuzul Islam,https://www.myneta.info/Assam2026/candidate.php?candidate_id=141,GAURIPUR,Rashtriya Ulama Council,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=141&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=141&col=lia
656,Forij Uddin,https://www.myneta.info/Assam2026/candidate.php?candidate_id=656,BINNAKANDI,IND,0,12th Pass,"Rs 2,35,000 ~ 2 Lacs+",Rs 0 ~
517,Foriz Zaman Mazumder,https://www.myneta.info/Assam2026/candidate.php?candidate_id=517,ALGAPUR-KATLICHERRA,IND,0,12th Pass,Rs 500 ~ 5 Hund+,Rs 0 ~
567,Foyaz Ahmed,https://www.myneta.info/Assam2026/candidate.php?candidate_id=567,KARIMGANJ SOUTH,IND,0,12th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=567&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=567&col=lia
317,Fungkha Brahma,https://www.myneta.info/Assam2026/candidate.php?candidate_id=317,DOTMA (ST),IND,0,12th Pass,"Rs 13,77,970 ~ 13 Lacs+","Rs 3,34,794 ~ 3 Lacs+"
684,Gagan Chandra Haloi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=684,BARPETA (SC),IND,0,Post Graduate,"Rs 1,60,79,455 ~ 1 Crore+","Rs 24,96,463 ~ 24 Lacs+"
678,Ganseng B. Sangma,https://www.myneta.info/Assam2026/candidate.php?candidate_id=678,BOKO-CHAYGAON (ST),National Peoples Party,0,Graduate Professional,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=678&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=678&col=lia
433,Garnel Minze,https://www.myneta.info/Assam2026/candidate.php?candidate_id=433,MARGHERITA,Jharkhand Mukti Morcha,0,Graduate,"Rs 2,36,307 ~ 2 Lacs+","Rs 42,800 ~ 42 Thou+"
482,Gaurav Gogoi,https://www.myneta.info/Assam2026/candidate.php?candidate_id=482,JORHAT,INC,1,Post Graduate,"Rs 7,83,60,639 ~ 7 Crore+","Rs 5,96,573 ~ 5 Lacs+"
343,Gautam Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=343,SILCHAR,IND,0,10th Pass,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=343&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=343&col=lia
495,Gautam Kanti Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=495,HAILAKANDI,IND,0,10th Pass,"Rs 25,000 ~ 25 Thou+",Rs 0 ~
501,Gautam Nath,https://www.myneta.info/Assam2026/candidate.php?candidate_id=501,HAILAKANDI,IND,0,10th Pass,Rs 400 ~ 4 Hund+,Rs 0 ~
465,Ghana Buragohain,https://www.myneta.info/Assam2026/candidate.php?candidate_id=465,LAKHIMPUR,INC,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=465&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=465&col=lia
379,Girindra Kumar Bhuyan,https://www.myneta.info/Assam2026/candidate.php?candidate_id=379,RANGAPARA,IND,0,12th Pass,"Rs 8,72,97,755 ~ 8 Crore+","Rs 97,17,327 ~ 97 Lacs+"
252,Girish Baruah,https://www.myneta.info/Assam2026/candidate.php?candidate_id=252,BONGAIGAON,INC,1,10th Pass,"Rs 13,22,097 ~ 13 Lacs+",Rs 0 ~
792,Gobinda Joishy,https://www.myneta.info/Assam2026/candidate.php?candidate_id=792,TINSUKIA,IND,0,Graduate,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=792&col=ta,https://myneta.info/image_v2.php?myneta_folder=Assam2026&candidate_id=792&col=lia
23,Gour Chandra Das,https://www.myneta.info/Assam2026/candidate.php?candidate_id=23,DHOLAI (SC),SUCI(C),0,Post Graduate,"Rs 61,142 ~ 61 Thou+",Rs 0 ~
420,Gufranur Rohman,https://www.myneta.info/Assam2026/candidate.php?candidate_id=420,NAZIRA,IND,0,10th Pass,"Rs 4,49,839 ~ 4 Lacs+",Rs 0 ~
